report_week,reference_week,ach_region,sex,counts
2024-12-30,2024-11-25,HealthierHere,Male,390
2024-12-30,2024-11-25,North Central ACH,Female,52
2024-12-30,2024-11-25,North Central ACH,Male,51
2024-12-30,2024-11-25,North Sound ACH,Female,308
2024-12-30,2024-11-25,North Sound ACH,Male,287
2024-12-30,2024-11-25,Olympic Community of Health,Female,79
2024-12-30,2024-11-25,Olympic Community of Health,Male,66
2024-12-30,2024-11-25,SWACH,Female,118
2024-12-30,2024-11-25,SWACH,Male,110
2024-12-30,2024-12-02,Better Health Together,Female,106
2024-12-30,2024-12-02,Better Health Together,Male,110
2024-12-30,2024-12-02,Cascade Pacific Action Alliance,Female,126
2024-12-30,2024-12-02,Cascade Pacific Action Alliance,Male,113
2024-12-30,2024-12-02,Elevate Health,Female,170
2024-12-30,2024-12-02,Elevate Health,Male,167
2024-12-30,2024-12-02,Greater Columbia ACH,Female,117
2024-12-30,2024-12-02,Greater Columbia ACH,Male,125
2024-12-30,2024-12-02,HealthierHere,Female,425
2024-12-30,2024-12-02,HealthierHere,Male,421
2024-12-30,2024-12-02,North Central ACH,Female,52
2024-12-30,2024-12-02,North Central ACH,Male,51
2024-12-30,2024-12-02,North Sound ACH,Female,254
2024-12-30,2024-12-02,North Sound ACH,Male,250
2024-12-30,2024-12-02,Olympic Community of Health,Female,74
2024-12-30,2024-12-02,Olympic Community of Health,Male,64
2024-12-30,2024-12-02,SWACH,Female,105
2024-12-30,2024-12-02,SWACH,Male,94
2024-12-30,2024-12-09,Better Health Together,Female,110
2024-12-30,2024-12-09,Better Health Together,Male,95
2024-12-30,2024-12-09,Cascade Pacific Action Alliance,Female,94
2024-12-30,2024-12-09,Cascade Pacific Action Alliance,Male,93
2024-12-30,2024-12-09,Elevate Health,Female,136
2024-12-30,2024-12-09,Elevate Health,Male,132
2024-12-30,2024-12-09,Greater Columbia ACH,Female,124
2024-12-30,2024-12-09,Greater Columbia ACH,Male,118
2024-12-30,2024-12-09,HealthierHere,Female,372
2024-12-30,2024-12-09,HealthierHere,Male,338
2024-12-30,2024-12-09,North Central ACH,Female,36
2024-12-30,2024-12-09,North Central ACH,Male,43
2024-12-30,2024-12-09,North Sound ACH,Female,212
2024-12-30,2024-12-09,North Sound ACH,Male,193
2024-12-30,2024-12-09,Olympic Community of Health,Female,50
2024-12-30,2024-12-09,Olympic Community of Health,Male,53
2024-12-30,2024-12-09,SWACH,Female,99
2024-12-30,2024-12-09,SWACH,Male,89
2024-12-30,2024-12-16,Better Health Together,Female,85
2024-12-30,2024-12-16,Better Health Together,Male,78
2024-12-30,2024-12-16,Cascade Pacific Action Alliance,Female,76
2024-12-30,2024-12-16,Cascade Pacific Action Alliance,Male,80
2024-12-30,2024-12-16,Elevate Health,Female,92
2024-12-30,2024-12-16,Elevate Health,Male,102
2024-12-30,2024-12-16,Greater Columbia ACH,Female,70
2024-12-30,2024-12-16,Greater Columbia ACH,Male,84
2024-12-30,2024-12-16,HealthierHere,Female,249
2024-12-30,2024-12-16,HealthierHere,Male,260
2024-12-30,2024-12-16,North Central ACH,Female,39
2024-12-30,2024-12-16,North Central ACH,Male,38
2024-12-30,2024-12-16,North Sound ACH,Female,179
2024-12-30,2024-12-16,North Sound ACH,Male,135
2024-12-30,2024-12-16,Olympic Community of Health,Female,45
2024-12-30,2024-12-16,Olympic Community of Health,Male,38
2024-12-30,2024-12-16,SWACH,Female,63
2024-12-30,2024-12-16,SWACH,Male,47
2024-12-30,2024-12-23,Better Health Together,Female,42
2024-12-30,2024-12-23,Better Health Together,Male,32
2024-12-30,2024-12-23,Cascade Pacific Action Alliance,Female,40
2024-12-30,2024-12-23,Cascade Pacific Action Alliance,Male,33
2024-12-30,2024-12-23,Elevate Health,Female,54
2024-12-30,2024-12-23,Elevate Health,Male,43
2024-12-30,2024-12-23,Greater Columbia ACH,Female,47
2024-12-30,2024-12-23,Greater Columbia ACH,Male,48
2024-12-30,2024-12-23,HealthierHere,Female,136
2024-12-30,2024-12-23,HealthierHere,Male,147
2024-12-30,2024-12-23,North Central ACH,Female,8
2024-12-30,2024-12-23,North Central ACH,Male,18
2024-12-30,2024-12-23,North Sound ACH,Female,104
2024-12-30,2024-12-23,North Sound ACH,Male,82
2024-12-30,2024-12-23,Olympic Community of Health,Female,20
2024-12-30,2024-12-23,Olympic Community of Health,Male,22
2024-12-30,2024-12-23,SWACH,Female,34
2024-12-30,2024-12-23,SWACH,Male,34
2024-12-30,2024-12-30,Better Health Together,Female,10
2024-12-30,2024-12-30,Better Health Together,Male,10
2024-12-30,2024-12-30,Cascade Pacific Action Alliance,Female,14
2024-12-30,2024-12-30,Cascade Pacific Action Alliance,Male,8
2024-12-30,2024-12-30,Elevate Health,Female,21
2024-12-30,2024-12-30,Elevate Health,Male,11
2024-12-30,2024-12-30,Greater Columbia ACH,Female,19
2024-12-30,2024-12-30,Greater Columbia ACH,Male,6
2024-12-30,2024-12-30,HealthierHere,Female,30
2024-12-30,2024-12-30,HealthierHere,Male,32
2024-12-30,2024-12-30,North Central ACH,Female,6
2024-12-30,2024-12-30,North Central ACH,Male,1
2024-12-30,2024-12-30,North Sound ACH,Female,23
2024-12-30,2024-12-30,North Sound ACH,Male,32
2024-12-30,2024-12-30,Olympic Community of Health,Female,7
2024-12-30,2024-12-30,Olympic Community of Health,Male,10
2024-12-30,2024-12-30,SWACH,Female,14
2024-12-30,2024-12-30,SWACH,Male,8
2025-01-06,2024-10-28,Better Health Together,Female,151
2025-01-06,2024-10-28,Better Health Together,Male,137
2025-01-06,2024-10-28,Cascade Pacific Action Alliance,Female,131
2025-01-06,2024-10-28,Cascade Pacific Action Alliance,Male,144
2025-01-06,2024-10-28,Elevate Health,Female,200
2025-01-06,2024-10-28,Elevate Health,Male,193
2025-01-06,2024-10-28,Greater Columbia ACH,Female,165
2025-01-06,2024-10-28,Greater Columbia ACH,Male,156
2025-01-06,2024-10-28,HealthierHere,Female,493
2025-01-06,2024-10-28,HealthierHere,Male,536
2025-01-06,2024-10-28,North Central ACH,Female,61
2025-01-06,2024-10-28,North Central ACH,Male,59
2025-01-06,2024-10-28,North Sound ACH,Female,312
2025-01-06,2024-10-28,North Sound ACH,Male,324
2025-01-06,2024-10-28,Olympic Community of Health,Female,93
2025-01-06,2024-10-28,Olympic Community of Health,Male,81
2025-01-06,2024-10-28,SWACH,Female,124
2025-01-06,2024-10-28,SWACH,Male,124
2025-01-06,2024-11-04,Better Health Together,Female,143
2025-01-06,2024-11-04,Better Health Together,Male,133
2025-01-06,2024-11-04,Cascade Pacific Action Alliance,Female,147
2025-01-06,2024-11-04,Cascade Pacific Action Alliance,Male,140
2025-01-06,2024-11-04,Elevate Health,Female,211
2025-01-06,2024-11-04,Elevate Health,Male,199
2025-01-06,2024-11-04,Greater Columbia ACH,Female,159
2025-01-06,2024-11-04,Greater Columbia ACH,Male,171
2025-01-06,2024-11-04,HealthierHere,Female,505
2025-01-06,2024-11-04,HealthierHere,Male,491
2025-01-06,2024-11-04,North Central ACH,Female,61
2025-01-06,2024-11-04,North Central ACH,Male,59
2025-01-06,2024-11-04,North Sound ACH,Female,318
2025-01-06,2024-11-04,North Sound ACH,Male,325
2025-01-06,2024-11-04,Olympic Community of Health,Female,84
2025-01-06,2024-11-04,Olympic Community of Health,Male,81
2025-01-06,2024-11-04,SWACH,Female,119
2025-01-06,2024-11-04,SWACH,Male,111
2025-01-06,2024-11-11,Better Health Together,Female,139
2025-01-06,2024-11-11,Better Health Together,Male,151
2025-01-06,2024-11-11,Cascade Pacific Action Alliance,Female,150
2025-01-06,2024-11-11,Cascade Pacific Action Alliance,Male,146
2025-01-06,2024-11-11,Elevate Health,Female,185
2025-01-06,2024-11-11,Elevate Health,Male,199
2025-01-06,2024-11-11,Greater Columbia ACH,Female,174
2025-01-06,2024-11-11,Greater Columbia ACH,Male,169
2025-01-06,2024-11-11,HealthierHere,Female,590
2025-01-06,2024-11-11,HealthierHere,Male,449
2025-01-06,2024-11-11,North Central ACH,Female,55
2025-01-06,2024-11-11,North Central ACH,Male,58
2025-01-06,2024-11-11,North Sound ACH,Female,308
2025-01-06,2024-11-11,North Sound ACH,Male,277
2025-01-06,2024-11-11,Olympic Community of Health,Female,80
2025-01-06,2024-11-11,Olympic Community of Health,Male,85
2025-01-06,2024-11-11,SWACH,Female,129
2025-01-06,2024-11-11,SWACH,Male,103
2025-01-06,2024-11-18,Better Health Together,Female,133
2025-01-06,2024-11-18,Better Health Together,Male,119
2025-01-06,2024-11-18,Cascade Pacific Action Alliance,Female,159
2025-01-06,2024-11-18,Cascade Pacific Action Alliance,Male,125
2025-01-06,2024-11-18,Elevate Health,Female,208
2025-01-06,2024-11-18,Elevate Health,Male,183
2025-01-06,2024-11-18,Greater Columbia ACH,Female,166
2025-01-06,2024-11-18,Greater Columbia ACH,Male,146
2025-01-06,2024-11-18,HealthierHere,Female,473
2025-01-06,2024-11-18,HealthierHere,Male,477
2025-01-06,2024-11-18,North Central ACH,Female,53
2025-01-06,2024-11-18,North Central ACH,Male,56
2025-01-06,2024-11-18,North Sound ACH,Female,294
2025-01-06,2024-11-18,North Sound ACH,Male,292
2025-01-06,2024-11-18,Olympic Community of Health,Female,74
2025-01-06,2024-11-18,Olympic Community of Health,Male,80
2025-01-06,2024-11-18,SWACH,Female,120
2025-01-06,2024-11-18,SWACH,Male,125
2025-01-06,2024-11-25,Better Health Together,Female,128
2025-01-06,2024-11-25,Better Health Together,Male,132
2025-01-06,2024-11-25,Cascade Pacific Action Alliance,Female,138
2025-01-06,2024-11-25,Cascade Pacific Action Alliance,Male,129
2025-01-06,2024-11-25,Elevate Health,Female,224
2025-01-06,2024-11-25,Elevate Health,Male,196
2025-01-06,2024-11-25,Greater Columbia ACH,Female,167
2025-01-06,2024-11-25,Greater Columbia ACH,Male,162
2025-01-06,2024-11-25,HealthierHere,Female,456
2025-01-06,2024-11-25,HealthierHere,Male,407
2025-01-06,2024-11-25,North Central ACH,Female,54
2025-01-06,2024-11-25,North Central ACH,Male,56
2025-01-06,2024-11-25,North Sound ACH,Female,318
2025-01-06,2024-11-25,North Sound ACH,Male,306
2025-01-06,2024-11-25,Olympic Community of Health,Female,84
2025-01-06,2024-11-25,Olympic Community of Health,Male,67
2025-01-06,2024-11-25,SWACH,Female,122
2025-01-06,2024-11-25,SWACH,Male,115
2025-01-06,2024-12-02,Better Health Together,Female,119
2025-01-06,2024-12-02,Better Health Together,Male,120
2025-01-06,2024-12-02,Cascade Pacific Action Alliance,Female,138
2025-01-06,2024-12-02,Cascade Pacific Action Alliance,Male,121
2025-01-06,2024-12-02,Elevate Health,Female,188
2025-01-06,2024-12-02,Elevate Health,Male,174
2025-01-06,2024-12-02,Greater Columbia ACH,Female,132
2025-01-06,2024-12-02,Greater Columbia ACH,Male,140
2025-01-06,2024-12-02,HealthierHere,Female,461
2025-01-06,2024-12-02,HealthierHere,Male,455
2025-01-06,2024-12-02,North Central ACH,Female,56
2025-01-06,2024-12-02,North Central ACH,Male,54
2025-01-06,2024-12-02,North Sound ACH,Female,280
2025-01-06,2024-12-02,North Sound ACH,Male,271
2025-01-06,2024-12-02,Olympic Community of Health,Female,79
2025-01-06,2024-12-02,Olympic Community of Health,Male,68
2025-01-06,2024-12-02,SWACH,Female,121
2025-01-06,2024-12-02,SWACH,Male,102
2025-01-06,2024-12-09,Better Health Together,Female,131
2025-01-06,2024-12-09,Better Health Together,Male,107
2025-01-06,2024-12-09,Cascade Pacific Action Alliance,Female,116
2025-01-06,2024-12-09,Cascade Pacific Action Alliance,Male,116
2025-01-06,2024-12-09,Elevate Health,Female,163
2025-01-06,2024-12-09,Elevate Health,Male,159
2025-01-06,2024-12-09,Greater Columbia ACH,Female,146
2025-01-06,2024-12-09,Greater Columbia ACH,Male,146
2025-01-06,2024-12-09,HealthierHere,Female,425
2025-01-06,2024-12-09,HealthierHere,Male,402
2025-01-06,2024-12-09,North Central ACH,Female,46
2025-01-06,2024-12-09,North Central ACH,Male,51
2025-01-06,2024-12-09,North Sound ACH,Female,252
2025-01-06,2024-12-09,North Sound ACH,Male,237
2025-01-06,2024-12-09,Olympic Community of Health,Female,62
2025-01-06,2024-12-09,Olympic Community of Health,Male,67
2025-01-06,2024-12-09,SWACH,Female,116
2025-01-06,2024-12-09,SWACH,Male,109
2025-01-06,2024-12-16,Better Health Together,Female,118
2025-01-06,2024-12-16,Better Health Together,Male,101
2025-01-06,2024-12-16,Cascade Pacific Action Alliance,Female,107
2025-01-06,2024-12-16,Cascade Pacific Action Alliance,Male,113
2025-01-06,2024-12-16,Elevate Health,Female,140
2025-01-06,2024-12-16,Elevate Health,Male,149
2025-01-06,2024-12-16,Greater Columbia ACH,Female,105
2025-01-06,2024-12-16,Greater Columbia ACH,Male,114
2025-01-06,2024-12-16,HealthierHere,Female,365
2025-01-06,2024-12-16,HealthierHere,Male,359
2025-01-06,2024-12-16,North Central ACH,Female,48
2025-01-06,2024-12-16,North Central ACH,Male,50
2025-01-06,2024-12-16,North Sound ACH,Female,260
2025-01-06,2024-12-16,North Sound ACH,Male,208
2025-01-06,2024-12-16,Olympic Community of Health,Female,64
2025-01-06,2024-12-16,Olympic Community of Health,Male,52
2025-01-06,2024-12-16,SWACH,Female,93
2025-01-06,2024-12-16,SWACH,Male,68
2025-01-06,2024-12-23,Better Health Together,Female,69
2025-01-06,2024-12-23,Better Health Together,Male,72
2025-01-06,2024-12-23,Cascade Pacific Action Alliance,Female,88
2025-01-06,2024-12-23,Cascade Pacific Action Alliance,Male,58
2025-01-06,2024-12-23,Elevate Health,Female,100
2025-01-06,2024-12-23,Elevate Health,Male,83
2025-01-06,2024-12-23,Greater Columbia ACH,Female,86
2025-01-06,2024-12-23,Greater Columbia ACH,Male,87
2025-01-06,2024-12-23,HealthierHere,Female,285
2025-01-06,2024-12-23,HealthierHere,Male,254
2025-01-06,2024-12-23,North Central ACH,Female,26
2025-01-06,2024-12-23,North Central ACH,Male,29
2025-01-06,2024-12-23,North Sound ACH,Female,192
2025-01-06,2024-12-23,North Sound ACH,Male,152
2025-01-06,2024-12-23,Olympic Community of Health,Female,37
2025-01-06,2024-12-23,Olympic Community of Health,Male,41
2025-01-06,2024-12-23,SWACH,Female,63
2025-01-06,2024-12-23,SWACH,Male,59
2025-01-06,2024-12-30,Better Health Together,Female,35
2025-01-06,2024-12-30,Better Health Together,Male,38
2025-01-06,2024-12-30,Cascade Pacific Action Alliance,Female,36
2025-01-06,2024-12-30,Cascade Pacific Action Alliance,Male,35
2025-01-06,2024-12-30,Elevate Health,Female,62
2025-01-06,2024-12-30,Elevate Health,Male,46
2025-01-06,2024-12-30,Greater Columbia ACH,Female,43
2025-01-06,2024-12-30,Greater Columbia ACH,Male,34
2025-01-06,2024-12-30,HealthierHere,Female,127
2025-01-06,2024-12-30,HealthierHere,Male,98
2025-01-06,2024-12-30,North Central ACH,Female,12
2025-01-06,2024-12-30,North Central ACH,Male,16
2025-01-06,2024-12-30,North Sound ACH,Female,84
2025-01-06,2024-12-30,North Sound ACH,Male,99
2025-01-06,2024-12-30,Olympic Community of Health,Female,25
2025-01-06,2024-12-30,Olympic Community of Health,Male,28
2025-01-06,2024-12-30,SWACH,Female,36
2025-01-06,2024-12-30,SWACH,Male,24
2025-01-06,2025-01-06,Better Health Together,Female,17
2025-01-06,2025-01-06,Better Health Together,Male,7
2025-01-06,2025-01-06,Cascade Pacific Action Alliance,Female,9
2025-01-06,2025-01-06,Cascade Pacific Action Alliance,Male,13
2025-01-06,2025-01-06,Elevate Health,Female,15
2025-01-06,2025-01-06,Elevate Health,Male,13
2025-01-06,2025-01-06,Greater Columbia ACH,Female,17
2025-01-06,2025-01-06,Greater Columbia ACH,Male,15
2025-01-06,2025-01-06,HealthierHere,Female,39
2025-01-06,2025-01-06,HealthierHere,Male,36
2025-01-06,2025-01-06,North Central ACH,Female,5
2025-01-06,2025-01-06,North Central ACH,Male,2
2025-01-06,2025-01-06,North Sound ACH,Female,22
2025-01-06,2025-01-06,North Sound ACH,Male,19
2025-01-06,2025-01-06,Olympic Community of Health,Female,11
2025-01-06,2025-01-06,Olympic Community of Health,Male,6
2025-01-06,2025-01-06,SWACH,Female,6
2025-01-06,2025-01-06,SWACH,Male,6
2025-01-13,2024-11-04,Better Health Together,Female,143
2025-01-13,2024-11-04,Better Health Together,Male,134
2025-01-13,2024-11-04,Cascade Pacific Action Alliance,Female,148
2025-01-13,2024-11-04,Cascade Pacific Action Alliance,Male,141
2025-01-13,2024-11-04,Elevate Health,Female,212
2025-01-13,2024-11-04,Elevate Health,Male,199
2025-01-13,2024-11-04,Greater Columbia ACH,Female,162
2025-01-13,2024-11-04,Greater Columbia ACH,Male,172
2025-01-13,2024-11-04,HealthierHere,Female,510
2025-01-13,2024-11-04,HealthierHere,Male,493
2025-01-13,2024-11-04,North Central ACH,Female,61
2025-01-13,2024-11-04,North Central ACH,Male,60
2025-01-13,2024-11-04,North Sound ACH,Female,320
2025-01-13,2024-11-04,North Sound ACH,Male,328
2025-01-13,2024-11-04,Olympic Community of Health,Female,84
2025-01-13,2024-11-04,Olympic Community of Health,Male,81
2025-01-13,2024-11-04,SWACH,Female,120
2025-01-13,2024-11-04,SWACH,Male,112
2025-01-13,2024-11-11,Better Health Together,Female,139
2025-01-13,2024-11-11,Better Health Together,Male,152
2025-01-13,2024-11-11,Cascade Pacific Action Alliance,Female,152
2025-01-13,2024-11-11,Cascade Pacific Action Alliance,Male,150
2025-01-13,2024-11-11,Elevate Health,Female,186
2025-01-13,2024-11-11,Elevate Health,Male,199
2025-01-13,2024-11-11,Greater Columbia ACH,Female,174
2025-01-13,2024-11-11,Greater Columbia ACH,Male,171
2025-01-13,2024-11-11,HealthierHere,Female,594
2025-01-13,2024-11-11,HealthierHere,Male,452
2025-01-13,2024-11-11,North Central ACH,Female,57
2025-01-13,2024-11-11,North Central ACH,Male,58
2025-01-13,2024-11-11,North Sound ACH,Female,310
2025-01-13,2024-11-11,North Sound ACH,Male,280
2025-01-13,2024-11-11,Olympic Community of Health,Female,80
2025-01-13,2024-11-11,Olympic Community of Health,Male,87
2025-01-13,2024-11-11,SWACH,Female,130
2025-01-13,2024-11-11,SWACH,Male,105
2025-01-13,2024-11-18,Better Health Together,Female,134
2025-01-13,2024-11-18,Better Health Together,Male,120
2025-01-13,2024-11-18,Cascade Pacific Action Alliance,Female,161
2025-01-13,2024-11-18,Cascade Pacific Action Alliance,Male,128
2025-01-13,2024-11-18,Elevate Health,Female,212
2025-01-13,2024-11-18,Elevate Health,Male,184
2025-01-13,2024-11-18,Greater Columbia ACH,Female,169
2025-01-13,2024-11-18,Greater Columbia ACH,Male,148
2025-01-13,2024-11-18,HealthierHere,Female,479
2025-01-13,2024-11-18,HealthierHere,Male,480
2025-01-13,2024-11-18,North Central ACH,Female,54
2025-01-13,2024-11-18,North Central ACH,Male,58
2025-01-13,2024-11-18,North Sound ACH,Female,298
2025-01-13,2024-11-18,North Sound ACH,Male,297
2025-01-13,2024-11-18,Olympic Community of Health,Female,75
2025-01-13,2024-11-18,Olympic Community of Health,Male,81
2025-01-13,2024-11-18,SWACH,Female,124
2025-01-13,2024-11-18,SWACH,Male,127
2025-01-13,2024-11-25,Better Health Together,Female,131
2025-01-13,2024-11-25,Better Health Together,Male,135
2025-01-13,2024-11-25,Cascade Pacific Action Alliance,Female,139
2025-01-13,2024-11-25,Cascade Pacific Action Alliance,Male,136
2025-01-13,2024-11-25,Elevate Health,Female,228
2025-01-13,2024-11-25,Elevate Health,Male,200
2025-01-13,2024-11-25,Greater Columbia ACH,Female,171
2025-01-13,2024-11-25,Greater Columbia ACH,Male,165
2025-01-13,2024-11-25,HealthierHere,Female,468
2025-01-13,2024-11-25,HealthierHere,Male,421
2025-01-13,2024-11-25,North Central ACH,Female,57
2025-01-13,2024-11-25,North Central ACH,Male,56
2025-01-13,2024-11-25,North Sound ACH,Female,325
2025-01-13,2024-11-25,North Sound ACH,Male,316
2025-01-13,2024-11-25,Olympic Community of Health,Female,85
2025-01-13,2024-11-25,Olympic Community of Health,Male,69
2025-01-13,2024-11-25,SWACH,Female,126
2025-01-13,2024-11-25,SWACH,Male,118
2025-01-13,2024-12-02,Better Health Together,Female,125
2025-01-13,2024-12-02,Better Health Together,Male,125
2025-01-13,2024-12-02,Cascade Pacific Action Alliance,Female,142
2025-01-13,2024-12-02,Cascade Pacific Action Alliance,Male,128
2025-01-13,2024-12-02,Elevate Health,Female,196
2025-01-13,2024-12-02,Elevate Health,Male,183
2025-01-13,2024-12-02,Greater Columbia ACH,Female,139
2025-01-13,2024-12-02,Greater Columbia ACH,Male,145
2025-01-13,2024-12-02,HealthierHere,Female,480
2025-01-13,2024-12-02,HealthierHere,Male,480
2025-01-13,2024-12-02,North Central ACH,Female,56
2025-01-13,2024-12-02,North Central ACH,Male,54
2025-01-13,2024-12-02,North Sound ACH,Female,296
2025-01-13,2024-12-02,North Sound ACH,Male,287
2025-01-13,2024-12-02,Olympic Community of Health,Female,82
2025-01-13,2024-12-02,Olympic Community of Health,Male,73
2025-01-13,2024-12-02,SWACH,Female,125
2025-01-13,2024-12-02,SWACH,Male,106
2025-01-13,2024-12-09,Better Health Together,Female,143
2025-01-13,2024-12-09,Better Health Together,Male,116
2025-01-13,2024-12-09,Cascade Pacific Action Alliance,Female,125
2025-01-13,2024-12-09,Cascade Pacific Action Alliance,Male,126
2025-01-13,2024-12-09,Elevate Health,Female,187
2025-01-13,2024-12-09,Elevate Health,Male,169
2025-01-13,2024-12-09,Greater Columbia ACH,Female,159
2025-01-13,2024-12-09,Greater Columbia ACH,Male,152
2025-01-13,2024-12-09,HealthierHere,Female,463
2025-01-13,2024-12-09,HealthierHere,Male,441
2025-01-13,2024-12-09,North Central ACH,Female,52
2025-01-13,2024-12-09,North Central ACH,Male,53
2025-01-13,2024-12-09,North Sound ACH,Female,276
2025-01-13,2024-12-09,North Sound ACH,Male,263
2025-01-13,2024-12-09,Olympic Community of Health,Female,73
2025-01-13,2024-12-09,Olympic Community of Health,Male,74
2025-01-13,2024-12-09,SWACH,Female,121
2025-01-13,2024-12-09,SWACH,Male,117
2025-01-13,2024-12-16,Better Health Together,Female,133
2025-01-13,2024-12-16,Better Health Together,Male,125
2025-01-13,2024-12-16,Cascade Pacific Action Alliance,Female,127
2025-01-13,2024-12-16,Cascade Pacific Action Alliance,Male,133
2025-01-13,2024-12-16,Elevate Health,Female,162
2025-01-13,2024-12-16,Elevate Health,Male,176
2025-01-13,2024-12-16,Greater Columbia ACH,Female,124
2025-01-13,2024-12-16,Greater Columbia ACH,Male,140
2025-01-13,2024-12-16,HealthierHere,Female,435
2025-01-13,2024-12-16,HealthierHere,Male,420
2025-01-13,2024-12-16,North Central ACH,Female,55
2025-01-13,2024-12-16,North Central ACH,Male,52
2025-01-13,2024-12-16,North Sound ACH,Female,303
2025-01-13,2024-12-16,North Sound ACH,Male,250
2025-01-13,2024-12-16,Olympic Community of Health,Female,80
2025-01-13,2024-12-16,Olympic Community of Health,Male,63
2025-01-13,2024-12-16,SWACH,Female,109
2025-01-13,2024-12-16,SWACH,Male,87
2025-01-13,2024-12-23,Better Health Together,Female,95
2025-01-13,2024-12-23,Better Health Together,Male,109
2025-01-13,2024-12-23,Cascade Pacific Action Alliance,Female,113
2025-01-13,2024-12-23,Cascade Pacific Action Alliance,Male,93
2025-01-13,2024-12-23,Elevate Health,Female,145
2025-01-13,2024-12-23,Elevate Health,Male,125
2025-01-13,2024-12-23,Greater Columbia ACH,Female,121
2025-01-13,2024-12-23,Greater Columbia ACH,Male,123
2025-01-13,2024-12-23,HealthierHere,Female,375
2025-01-13,2024-12-23,HealthierHere,Male,357
2025-01-13,2024-12-23,North Central ACH,Female,39
2025-01-13,2024-12-23,North Central ACH,Male,41
2025-01-13,2024-12-23,North Sound ACH,Female,254
2025-01-13,2024-12-23,North Sound ACH,Male,213
2025-01-13,2024-12-23,Olympic Community of Health,Female,55
2025-01-13,2024-12-23,Olympic Community of Health,Male,59
2025-01-13,2024-12-23,SWACH,Female,82
2025-01-13,2024-12-23,SWACH,Male,89
2025-01-13,2024-12-30,Better Health Together,Female,71
2025-01-13,2024-12-30,Better Health Together,Male,67
2025-01-13,2024-12-30,Cascade Pacific Action Alliance,Female,74
2025-01-13,2024-12-30,Cascade Pacific Action Alliance,Male,71
2025-01-13,2024-12-30,Elevate Health,Female,103
2025-01-13,2024-12-30,Elevate Health,Male,81
2025-01-13,2024-12-30,Greater Columbia ACH,Female,76
2025-01-13,2024-12-30,Greater Columbia ACH,Male,80
2025-01-13,2024-12-30,HealthierHere,Female,243
2025-01-13,2024-12-30,HealthierHere,Male,216
2025-01-13,2024-12-30,North Central ACH,Female,24
2025-01-13,2024-12-30,North Central ACH,Male,28
2025-01-13,2024-12-30,North Sound ACH,Female,158
2025-01-13,2024-12-30,North Sound ACH,Male,181
2025-01-13,2024-12-30,Olympic Community of Health,Female,43
2025-01-13,2024-12-30,Olympic Community of Health,Male,46
2025-01-13,2024-12-30,SWACH,Female,63
2025-01-13,2024-12-30,SWACH,Male,50
2025-01-13,2025-01-06,Better Health Together,Female,39
2025-01-13,2025-01-06,Better Health Together,Male,35
2025-01-13,2025-01-06,Cascade Pacific Action Alliance,Female,33
2025-01-13,2025-01-06,Cascade Pacific Action Alliance,Male,26
2025-01-13,2025-01-06,Elevate Health,Female,60
2025-01-13,2025-01-06,Elevate Health,Male,46
2025-01-13,2025-01-06,Greater Columbia ACH,Female,51
2025-01-13,2025-01-06,Greater Columbia ACH,Male,48
2025-01-13,2025-01-06,HealthierHere,Female,132
2025-01-13,2025-01-06,HealthierHere,Male,134
2025-01-13,2025-01-06,North Central ACH,Female,26
2025-01-13,2025-01-06,North Central ACH,Male,16
2025-01-13,2025-01-06,North Sound ACH,Female,81
2025-01-13,2025-01-06,North Sound ACH,Male,78
2025-01-13,2025-01-06,Olympic Community of Health,Female,25
2025-01-13,2025-01-06,Olympic Community of Health,Male,22
2025-01-13,2025-01-06,SWACH,Female,35
2025-01-13,2025-01-06,SWACH,Male,28
2025-01-13,2025-01-13,Better Health Together,Female,13
2025-01-13,2025-01-13,Better Health Together,Male,10
2025-01-13,2025-01-13,Cascade Pacific Action Alliance,Female,11
2025-01-13,2025-01-13,Cascade Pacific Action Alliance,Male,17
2025-01-13,2025-01-13,Elevate Health,Female,16
2025-01-13,2025-01-13,Elevate Health,Male,16
2025-01-13,2025-01-13,Greater Columbia ACH,Female,14
2025-01-13,2025-01-13,Greater Columbia ACH,Male,12
2025-01-13,2025-01-13,HealthierHere,Female,46
2025-01-13,2025-01-13,HealthierHere,Male,31
2025-01-13,2025-01-13,North Central ACH,Female,4
2025-01-13,2025-01-13,North Central ACH,Male,7
2025-01-13,2025-01-13,North Sound ACH,Female,18
2025-01-13,2025-01-13,North Sound ACH,Male,20
2025-01-13,2025-01-13,Olympic Community of Health,Female,11
2025-01-13,2025-01-13,Olympic Community of Health,Male,10
2025-01-13,2025-01-13,SWACH,Female,13
2025-01-13,2025-01-13,SWACH,Male,10
2025-01-20,2024-11-11,Better Health Together,Female,139
2025-01-20,2024-11-11,Better Health Together,Male,153
2025-01-20,2024-11-11,Cascade Pacific Action Alliance,Female,154
2025-01-20,2024-11-11,Cascade Pacific Action Alliance,Male,151
2025-01-20,2024-11-11,Elevate Health,Female,188
2025-01-20,2024-11-11,Elevate Health,Male,201
2025-01-20,2024-11-11,Greater Columbia ACH,Female,175
2025-01-20,2024-11-11,Greater Columbia ACH,Male,172
2025-01-20,2024-11-11,HealthierHere,Female,598
2025-01-20,2024-11-11,HealthierHere,Male,458
2025-01-20,2024-11-11,North Central ACH,Female,57
2025-01-20,2024-11-11,North Central ACH,Male,58
